Title,Name_Repo,Date_Created,Num_Comment,Label_Issue,Identity_Repo,Identity_Global,Body
PaddlePaddle配不上cuda环境,PaddlePaddle/PaddleDetection,2022-11-01 13:01:23,2,,7246,1431387959,"### 问题确认 Search before asking

- [X] 我已经查询[历史issue](https://github.com/PaddlePaddle/PaddleDetection/issues)，没有发现相似的bug。I have searched the [issues](https://github.com/PaddlePaddle/PaddleDetection/issues) and found no similar bug report.


### Bug组件 Bug Component

_No response_

### Bug描述 Describe the Bug

PaddlePaddle配不上cuda环境，调用不了GPU
CUDA11.2 & 11.6版本皆安装失败
<img width=""1235"" alt=""2c8abd7d6563490d1ec903ad3102026"" src=""https://user-images.githubusercontent.com/98454125/199237193-d24e1ab5-67b0-436f-8d9b-505b1bfd74aa.png"">


### 复现环境 Environment

- OS: Linux
- PaddlePaddle : 2.3.2
- PaddleYOLO : release/2.5
- Python : 3.9.13
- CUDA : 11.4
- cuDNN Version : 8.4
- GUP : V100  


### Bug描述确认 Bug description confirmation

- [X] 我确认已经提供了Bug复现步骤、代码改动说明、以及环境信息，确认问题是可以复现的。I confirm that the bug replication steps, code change instructions, and environment information have been provided, and the problem can be reproduced.


### 是否愿意提交PR？ Are you willing to submit a PR?

- [ ] 我愿意提交PR！I'd like to help by submitting a PR!"
车辆跨境跟踪mtmct方案是否支持在线跟踪？,PaddlePaddle/PaddleDetection,2022-11-01 12:10:33,2,,7245,1431327635,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

目前已经完成了车辆跨境跟踪算法框架的复现，实现了两个及以上视频输入得到跨境跟踪的视频和文本结果。请问现有的跨境跟踪方案是否支持多个视频的在线跟踪或是得到第一个视频的全部数据后再对第二个视频进行在线的逐帧跟踪？"
paddledetection，eval评估,PaddlePaddle/PaddleDetection,2022-11-01 12:09:33,2,,7244,1431326177,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

eval.py评估多类，如何打印每一类的Precision Recall  mAP."
Using a pre-trained picodet with different number of classes,PaddlePaddle/PaddleDetection,2022-11-01 10:15:44,1,,7242,1431190649,"
Hi Everyone,
I'm using PicoDet for the layout analysis task
There's a pre-trained model already trained in English for 5 classes

I want to fine-tune this model using my dataset which contains only 2 classes

How can I do that using the configuration file for PicoDet?

Would only changing `num_classes: 2` work and adding the pre-trained model?"
多类检测召回率如何打印，如何打印指定IOU的AP,PaddlePaddle/PaddleDetection,2022-11-01 09:42:30,2,,7241,1431148671,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

![image](https://user-images.githubusercontent.com/67177370/199205347-9b59ede0-4635-47a5-aee7-36173986d021.png)
AP是IoU=0.50:0.95，如何打印IoU=0.50"
部署模型检测不到目标,PaddlePaddle/PaddleDetection,2022-11-01 09:36:29,1,,7240,1431139936,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

你好，我正在部署pphuman下的[ppyoloe_crn_s_36e_pphuman.yml](https://github.com/PaddlePaddle/PaddleDetection/blob/release/2.5/configs/pphuman/ppyoloe_crn_s_36e_pphuman.yml)模型，但是检测不到结果。
![image](https://user-images.githubusercontent.com/51695758/199204794-d8ce8704-3236-4eae-ad90-2dd04f22720b.png)
"
Batch_norm 替换 bug！,PaddlePaddle/PaddleDetection,2022-11-01 08:50:59,2,,7239,1431087774,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

hi，
   请问下，TestReader.fuse_normalize=true 为啥我转换模型的时候不管怎么设置前面这个参数，我导出的模型都有 batch_normalxxx 这个模块呢？ 如图 
![9a822ba8c75d01b116810c2f6bcce2e](https://user-images.githubusercontent.com/8407513/199194914-c6e3a06f-d21c-4344-a302-d5d12a3c3cee.jpg)
 怎样才能在导出模型的时候去掉呢？把这个 batch norm 模块换成 下图 这两个op呢？  
![2bb29a5e2d2e07fdbf0cb3deb0fff1f](https://user-images.githubusercontent.com/8407513/199194957-fdc3dd75-35e0-43d0-923d-a695ee928342.jpg)
  期待你的答复，多谢~
BR
"
关于percison和recall,PaddlePaddle/PaddleDetection,2022-11-01 07:03:51,0,,7237,1430977877,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

您好，我训练完成以后发现模型只有计算map的值，没有看到P和R在哪里计算，请问如果我想要统计出P和R，这个要怎么改呀，谢谢！
![image](https://user-images.githubusercontent.com/43515926/199177558-161e753b-c443-44f4-a79c-029180552f35.png)
"
loss_l1: 0.000000,PaddlePaddle/PaddleDetection,2022-11-01 04:55:08,6,,7236,1430868972,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

您好，我在训练过程中loss_l1: 0.000000一直是0，请问这个是怎么回事呢？
![image](https://user-images.githubusercontent.com/43515926/199161955-e309d7bd-608a-48f5-9e87-ebcee06370d1.png)

"
tinypose qat quant missing,PaddlePaddle/PaddleDetection,2022-11-01 03:26:30,0,,7235,1430807446,"### 问题确认 Search before asking

- [X] 我已经查询[历史issue](https://github.com/PaddlePaddle/PaddleDetection/issues)，没有类似需求。I have searched the [issues](https://github.com/PaddlePaddle/PaddleDetection/issues) and found no similar feature requests.


### 需求描述 Feature Description

hi，
[PaddleDetection](https://github.com/PaddlePaddle/PaddleDetection)/[configs](https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.5/configs)/[slim](https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.5/configs/slim)/[quant](https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.5/configs/slim/quant)/tinypose_qat.yml
请问下上述链接里 tinypose的 qat 全量化是否有demo发布，如果没有年底计划有安排了吗？
我自己尝试量化训练后结果如下: loss都是nan 明显不对
image
![image](https://user-images.githubusercontent.com/8407513/199154060-fd18b0a1-b3c6-44b4-ad9e-adc130b62f80.png)

BR

复现环境 Environment
paddlepaddle 2.4rc
paddleslim 最新release
ppdet 2.4 最新release

### 是否愿意提交PR Are you willing to submit a PR?

- [X] Yes I'd like to help by submitting a PR!"
tinypose qat quant missing！,PaddlePaddle/PaddleDetection,2022-11-01 03:23:53,0,,7234,1430805739,"### 问题确认 Search before asking

- [X] 我已经查询[历史issue](https://github.com/PaddlePaddle/PaddleDetection/issues)，没有发现相似的bug。I have searched the [issues](https://github.com/PaddlePaddle/PaddleDetection/issues) and found no similar bug report.


### Bug组件 Bug Component

_No response_

### Bug描述 Describe the Bug

hi，

[PaddleDetection](https://github.com/PaddlePaddle/PaddleDetection)/[configs](https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.5/configs)/[slim](https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.5/configs/slim)/[quant](https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.5/configs/slim/quant)/tinypose_qat.yml 
请问下上述链接里 tinypose的 qat 全量化是否有demo发布，如果没有年底计划有安排了吗？
我自己尝试量化训练后结果如下: loss都是nan 明显不对
![image](https://user-images.githubusercontent.com/8407513/199151903-6e76062e-93d6-4304-86ca-7b6cd18ca3fd.png)
![image](https://user-images.githubusercontent.com/8407513/199154042-73902e73-61a6-4828-b309-4842fca80f34.png)


BR

### 复现环境 Environment

paddlepaddle 2.4rc
paddleslim 最新release
ppdet 2.4 最新release

### Bug描述确认 Bug description confirmation

- [X] 我确认已经提供了Bug复现步骤、代码改动说明、以及环境信息，确认问题是可以复现的。I confirm that the bug replication steps, code change instructions, and environment information have been provided, and the problem can be reproduced.


### 是否愿意提交PR？ Are you willing to submit a PR?

- [X] 我愿意提交PR！I'd like to help by submitting a PR!"
ppyoloe多类检测如何计算每一类的map，召回率,PaddlePaddle/PaddleDetection,2022-11-01 03:05:28,1,,7233,1430788561,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

eval.py只能计算平均map，召回率"
mot数据集 det.txt如何生成,PaddlePaddle/PaddleDetection,2022-11-01 01:45:50,8,,7232,1430726598,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

现已生成MOT相关的标注文件。不过我这里有一个新的问题：我使用darklabel工具标记自己的数据集，可以生成gt.txt文件，没有det.txt文件，导致无法生成相应的标注文件，det文件是如何制作的呢，期待您的回答！"
怎么计算map50:95,PaddlePaddle/PaddleDetection,2022-10-31 12:25:11,0,,7231,1429761649,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

mAP(0.50, 11point)已经很高了，想要计算mAP50:95，怎么在ppdet/metrics/map_utils.py中修改？"
关于voc数据评估,PaddlePaddle/PaddleDetection,2022-10-31 10:24:33,1,,7228,1429607239,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

请问有没有评估voc的方法呢？我把我的标签文件都弄成了voc格式的，谢谢
![image](https://user-images.githubusercontent.com/43515926/198986588-8263e826-c2b0-46df-bff5-f6f229c0a4d3.png)
"
MOT  使用JDE算法，自定义数据集的配置文件应该怎么写呢,PaddlePaddle/PaddleDetection,2022-10-31 10:20:08,1,,7227,1429601347,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

期待您的解答"
MOT   选择SDE方案 可以使用检测标注的配置文件/configs/datasets/coco_detection.yml吗,PaddlePaddle/PaddleDetection,2022-10-31 10:15:04,1,,7226,1429594541,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

如果用户选择SDE系列方案，是准备准检测标注的自定义数据集，则可以参照DET数据准备文档准备。"
MOT16数据集可以通过tools/x2coco生成annotation_train、annotation_val吗，如果不可以，有推荐的生成脚本吗,PaddlePaddle/PaddleDetection,2022-10-31 08:51:07,2,,7225,1429483732,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

MOT16数据集可以通过tools/x2coco生成annotation_train、annotation_val吗，如果不可以，有推荐的生成脚本吗"
关于对应Paddle_inference库版本的问题,PaddlePaddle/PaddleDetection,2022-10-31 06:50:31,1,,7224,1429347100,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

当前PaddleDetection中C++的paddle_inference库下载，最高版本是2.2。   而PaddleOCR的paddle_inference已经支持2.4了。 
请问这两个的paddle_inference-2.2都是一样的吧？    如果想把两个程序联调起来使用，Paddledetectioon可以用大于2.2的推理库么？还是说两个都只能用paddle_inference-2.2的版本？"
能不能直接将opencv的cv2.cuda_GpuMat 变量，直接转为 模型输入tensor,PaddlePaddle/PaddleDetection,2022-10-29 01:58:16,1,,7222,1428018063,"### 问题确认 Search before asking

- [X] 我已经查询[历史issue](https://github.com/PaddlePaddle/PaddleDetection/issues)，没有类似需求。I have searched the [issues](https://github.com/PaddlePaddle/PaddleDetection/issues) and found no similar feature requests.


### 需求描述 Feature Description

能不能直接将opencv的cv2.cuda_GpuMat 变量，直接转为 模型输入tensor，我使用 飞桨目标检测的infer.py ， 里面提供的demo是使用opencv做前处理，但都是使用的CPU，能不能使用opencv的 cuda_GpuMat 做前处理，然后直接转入tensor做模型预测？

### 是否愿意提交PR Are you willing to submit a PR?

- [ ] Yes I'd like to help by submitting a PR!"
